product_a,product_b,co_occurrence_count,support_a,support_b,support_ab,lift,pair_type
17091A - LAVENDER INCENSE IN TIN,17091J - VANILLA INCENSE IN TIN,63,0.0032224303183871323,0.004902500826264184,0.0017351547868238405,109.83405358686257,Variant
46776A - WOVEN BUBBLE GUM CUSHION COVER,46776B - WOVEN BERRIES CUSHION COVER,56,0.0033325988762807094,0.004213947339429327,0.0015423598105100804,109.82812077999243,Variant
15056bl - EDWARDIAN PARASOL BLACK,15056p - EDWARDIAN PARASOL PINK,10,0.0023961661341853034,0.0010466012999889832,0.00027542139473394294,109.82456140350878,Variant
85129B - BEADED CRYSTAL HEART GREEN SMALL,85129C - BEADED CRYSTAL HEART BLUE SMALL,11,0.0015423598105100804,0.001790239065770629,0.0003029635342073372,109.72197802197802,Variant
20997 - ROSE DU SUD CUSHION COVER,21003 - ROSE DU SUD CUSHION COVER,16,0.0022859975762917263,0.0017626969262972347,0.00044067423157430867,109.36144578313252,Variant
85017A - ENVELOPE 50 ROMANTIC IMAGES,85017C - ENVELOPE 50 CURIOUS IMAGES,62,0.004792332268370607,0.003277514597333921,0.001707612647350446,108.71708683473389,Variant
90200C - BLUE SWEETHEART BRACELET,90200D - PINK SWEETHEART BRACELET,44,0.002699129668392641,0.004131320921009144,0.001211854136829349,108.67700680272108,Variant
85032B - BLOSSOM IMAGES GIFT WRAP SET,85032C - CURIOUS IMAGES GIFT WRAP SET,73,0.004186405199955933,0.004434284455216481,0.0020105761815577836,108.30679960771495,Variant
84968C - SET OF 16 VINTAGE PISTACHIO CUTLERY,84968D - SET OF 16 VINTAGE RED CUTLERY,60,0.0052330064999449154,0.0029194667841797952,0.0016525283684036575,108.16683217477656,Variant
84559B - 3D SHEET OF CAT STICKERS,84559D - 3D SHEET OF SEA WORLD STICKERS,18,0.005370717197311887,0.000853806323675223,0.0004957585105210973,108.11315136476429,Variant
23034 - DRAWER KNOB CERAMIC BLACK,23035 - DRAWER KNOB CERAMIC IVORY,50,0.002423708273658698,0.00526054863941831,0.0013771069736697146,108.00809138505473,Variant
22021 - BLUE FELT EASTER EGG BASKET,85206B - PINK FELT EASTER EGG BASKET,126,0.006417318497300871,0.005012669384157761,0.003470309573647681,107.88114889402442,Variant
85131B - BEADED CRYSTAL HEART GREEN ON STICK,85131D - BEADED CRYSTAL HEART PINK ON STICK,171,0.005949102126253167,0.007353751239396277,0.004709705849950424,107.65480649188514,Variant
15058A - BLUE POLKADOT GARDEN PARASOL,15058B - PINK POLKADOT GARDEN PARASOL,67,0.003993610223642172,0.004296573757849509,0.0018453233447174176,107.54358974358975,Variant
90013A - MIDNIGHT BLUE VINTAGE EARRINGS,90013B - BLACK VINTAGE EARRINGS,18,0.0021207447394513607,0.002175829018398149,0.0004957585105210973,107.43777741246095,Variant
85131B - BEADED CRYSTAL HEART GREEN ON STICK,85131C - BEADED CRYSTAL HEART BLUE ON STICK,46,0.005949102126253167,0.001983034042084389,0.0012669384157761375,107.39248971193416,Variant
21198 - WHITE HEART CONFETTI IN TUBE,21199 - PINK  HEART CONFETTI IN TUBE,52,0.0032499724578605267,0.00410377878153575,0.0014321912526165032,107.38346035718347,Variant
17012B - ORIGAMI JASMINE INCENSE/CANDLE SET,17012D - ORIGAMI ROSE INCENSE/CANDLE SET,43,0.003470309573647681,0.003194888178913738,0.0011843119973559545,106.8174603174603,Variant
46776A - WOVEN BUBBLE GUM CUSHION COVER,46776C - WOVEN FROST CUSHION COVER,34,0.0033325988762807094,0.002644045389445852,0.000936432742095406,106.27341597796145,Variant
85071B - RED CHARLIE+LOLA PERSONAL DOORSIGN,85071D - CHARLIE+LOLA MY ROOM DOOR SIGN,54,0.0045444530131100586,0.0030847196210201607,0.0014872755315632918,106.09480519480519,Variant
46776A - WOVEN BUBBLE GUM CUSHION COVER,46776F - WOVEN ROSE GARDEN CUSHION COVER,55,0.0033325988762807094,0.004324115897322904,0.0015148176710366862,105.11870295309787,Variant
79190A - RETRO PLASTIC 70'S TRAY,79192A - RETRO PLASTIC 70'S TRAY,12,0.003277514597333921,0.0009639748815688003,0.0003305056736807315,104.60888355342136,Variant
"90214E - LETTER ""E"" BLING KEY RING","90214K - LETTER ""K"" BLING KEY RING",16,0.0018453233447174176,0.0022859975762917263,0.00044067423157430867,104.4646646286639,Variant
84968C - SET OF 16 VINTAGE PISTACHIO CUTLERY,84968F - SET OF 16 VINTAGE SKY BLUE CUTLERY,71,0.0052330064999449154,0.003580478131541258,0.001955491902610995,104.36712550607288,Variant
23028 - DRAWER KNOB CRACKLE GLAZE BLUE,23032 - DRAWER KNOB CRACKLE GLAZE IVORY,78,0.003773273107855018,0.005480885755205465,0.0021482868789247547,103.8779297949602,Variant
23031 - DRAWER KNOB CRACKLE GLAZE PINK,23032 - DRAWER KNOB CRACKLE GLAZE IVORY,88,0.0042690316183761155,0.005480885755205465,0.002423708273658698,103.58579996757983,Variant
79323GR - GREEN CHERRY LIGHTS,79323LP - LIGHT PINK CHERRY LIGHTS,40,0.0022859975762917263,0.00468216371047703,0.0011016855789357718,102.92841956059532,Variant
84968D - SET OF 16 VINTAGE RED CUTLERY,84968E - SET OF 16 VINTAGE BLACK CUTLERY,29,0.0029194667841797952,0.0026715875289192465,0.0007987220447284345,102.4053686053297,Variant
84596J - MIXED NUTS LIGHT GREEN BOWL,84596K - JELLY BABIES YELLOW SMALL BOWL,36,0.0038008152473284124,0.0025614189710256694,0.0009915170210421946,101.84572230014027,Variant
"82613A - METAL SIGN,CUPCAKE SINGLE HOOK",82613D - METAL SIGN CUPCAKE SINGLE HOOK,88,0.003194888178913738,0.007463919797289853,0.002423708273658698,101.63837638376384,Variant
72800A - S/4 BLACK DINNER CANDLE SILVER FLOC,72800C - 4 PINK DINNER CANDLE SILVER FLOCK,10,0.0012669384157761375,0.0021482868789247547,0.00027542139473394294,101.1928651059086,Variant
22450 - SILK PURSE BABUSHKA BLUE,22451 - SILK PURSE BABUSHKA RED,118,0.004930042965737578,0.006555029194667842,0.0032499724578605267,100.56673395615229,Variant
79323G - GOLD  CHERRY LIGHTS,79323GR - GREEN CHERRY LIGHTS,14,0.001680070507877052,0.0022859975762917263,0.0003855899526275201,100.39739285008888,Variant
22452 - MEASURING TAPE BABUSHKA PINK,22453 - MEASURING TAPE BABUSHKA BLUE,101,0.007023245565715545,0.003966068084168778,0.0027817560868128237,99.86677559912854,Variant
79323B - BLACK CHERRY LIGHTS,79323GR - GREEN CHERRY LIGHTS,13,0.0015699019499834748,0.0022859975762917263,0.0003580478131541258,99.76833650391038,Variant
21682 - LARGE MEDINA STAMPED METAL BOWL,21683 - MEDIUM MEDINA STAMPED METAL BOWL,63,0.004158863060482538,0.004186405199955933,0.0017351547868238405,99.66033461136284,Variant
21284 - RETROSPOT CANDLE  SMALL,21285 - RETROSPOT CANDLE  MEDIUM,38,0.0038558995262752012,0.002726671807866035,0.0010466012999889832,99.54574314574316,Variant
23050 - RECYCLED ACAPULCO MAT GREEN,23051 - RECYCLED ACAPULCO MAT BLUE,91,0.00564613859204583,0.004461826594689876,0.0025063346920788806,99.48894911171334,Variant
85032A - ROMANTIC IMAGES GIFT WRAP SET,85032C - CURIOUS IMAGES GIFT WRAP SET,71,0.004434284455216481,0.004434284455216481,0.001955491902610995,99.45094710852206,Variant
35598B - BLACK CHRISTMAS TREE 60CM,35598D - PINK/WHITE CHRISTMAS TREE 60CM,16,0.0015699019499834748,0.002836840365759612,0.00044067423157430867,98.94873105092829,Variant
84795C - OCEAN STRIPE HAMMOCK,84795D - SEASIDE STRIPE HAMMOCK,29,0.003580478131541258,0.002258455436818332,0.0007987220447284345,98.77410881801127,Variant
23330 - DECORATIVE WICKER HEART MEDIUM,23331 - DECORATIVE WICKER HEART SMALL,63,0.005921559986779773,0.0029745510631265836,0.0017351547868238405,98.51007751937985,Variant
20801 - LARGE PINK GLASS SUNDAE DISH,20803 - SMALL PINK GLASS SUNDAE DISH,25,0.0030296353420733724,0.0023135397157651207,0.0006885534868348573,98.23593073593072,Variant
85131C - BEADED CRYSTAL HEART BLUE ON STICK,85131D - BEADED CRYSTAL HEART PINK ON STICK,52,0.001983034042084389,0.007353751239396277,0.0014321912526165032,98.2114024136496,Variant
21284 - RETROSPOT CANDLE  SMALL,21286 - RETROSPOT CANDLE  LARGE,38,0.0038558995262752012,0.0027817560868128237,0.0010466012999889832,97.57454031117398,Variant
84596E - SMALL LICORICE DES PINK BOWL,84596J - MIXED NUTS LIGHT GREEN BOWL,74,0.0055084278946788585,0.0038008152473284124,0.0020381183210311776,97.34753623188405,Variant
23029 - DRAWER KNOB CRACKLE GLAZE GREEN,23032 - DRAWER KNOB CRACKLE GLAZE IVORY,83,0.004296573757849509,0.005480885755205465,0.0022859975762917263,97.07395954129622,Variant
84559A - 3D SHEET OF DOG STICKERS,84559B - 3D SHEET OF CAT STICKERS,119,0.006334692078880688,0.005370717197311887,0.003277514597333921,96.33560758082497,Variant
17091B - JASMINE TEA INCENSE IN TIN,17091J - VANILLA INCENSE IN TIN,24,0.001404649113143109,0.004902500826264184,0.000661011347361463,95.98942498347652,Variant
84968A - SET OF 16 VINTAGE ROSE CUTLERY,84968F - SET OF 16 VINTAGE SKY BLUE CUTLERY,69,0.005535970034152253,0.003580478131541258,0.0019004076236642062,95.87646383467278,Variant
21263 - GREEN GOOSE FEATHER TREE 60CM,21264 - WHITE GOOSE FEATHER TREE 60CM,10,0.0015423598105100804,0.001872865484190812,0.00027542139473394294,95.34663865546219,Variant
85071B - RED CHARLIE+LOLA PERSONAL DOORSIGN,"85071C - CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",61,0.0045444530131100586,0.003883441665748595,0.001680070507877052,95.19828067913174,Variant
85071A - BLUE CHARLIE+LOLA PERSONAL DOORSIGN,"85071C - CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",54,0.004048694502588961,0.003883441665748595,0.0014872755315632918,94.59313938341295,Variant
21160 - KEEP OUT GIRLS DOOR HANGER,21161 - KEEP OUT BOYS DOOR HANGER,31,0.001597444089456869,0.005673680731519224,0.000853806323675223,94.20388349514565,Variant
23050 - RECYCLED ACAPULCO MAT GREEN,23054 - RECYCLED ACAPULCO MAT LAVENDER,69,0.00564613859204583,0.003580478131541258,0.0019004076236642062,94.00570356472795,Variant
46776C - WOVEN FROST CUSHION COVER,46776F - WOVEN ROSE GARDEN CUSHION COVER,39,0.002644045389445852,0.004324115897322904,0.0010741434394623774,93.9498407643312,Variant
84596E - SMALL LICORICE DES PINK BOWL,84596K - JELLY BABIES YELLOW SMALL BOWL,48,0.0055084278946788585,0.0025614189710256694,0.001322022694722926,93.69806451612902,Variant
21323 - HANGING MEDINA LANTERN LARGE,21324 - HANGING MEDINA LANTERN SMALL,36,0.0022033711578715435,0.004819874407844002,0.0009915170210421946,93.36342857142856,Variant
23051 - RECYCLED ACAPULCO MAT BLUE,23054 - RECYCLED ACAPULCO MAT LAVENDER,54,0.004461826594689876,0.003580478131541258,0.0014872755315632918,93.09743589743589,Variant
23049 - RECYCLED ACAPULCO MAT RED,23051 - RECYCLED ACAPULCO MAT BLUE,77,0.005122837942051339,0.004461826594689876,0.0021207447394513607,92.7822912518253,Variant
"82613C - METAL SIGN,CUPCAKE SINGLE HOOK",82613D - METAL SIGN CUPCAKE SINGLE HOOK,129,0.005150380081524733,0.007463919797289853,0.0035529359920678637,92.42322947293644,Variant
22248 - DECORATION  PINK CHICK MAGIC GARDEN,22249 - DECORATION WHITE CHICK MAGIC GARDEN,107,0.004764790128897213,0.006692739892034813,0.002947008923653189,92.41314017935727,Variant
84968E - SET OF 16 VINTAGE BLACK CUTLERY,84968F - SET OF 16 VINTAGE SKY BLUE CUTLERY,32,0.0026715875289192465,0.003580478131541258,0.0008813484631486173,92.13766851704996,Variant
85036A - GARDENIA 1 WICK MORRIS BOXED CANDLE,85036B - CHOCOLATE 1 WICK MORRIS BOX CANDLE,36,0.0045444530131100586,0.002368623994711909,0.0009915170210421946,92.11331923890064,Variant
20780 - BLACK EAR MUFF HEADPHONES,20781 - GOLD EAR MUFF HEADPHONES,15,0.0026715875289192465,0.001680070507877052,0.0004131320921009144,92.04326516815954,Variant
85135B - BLUE DRAGONFLY HELICOPTER,85135C - RED DRAGONFLY HELICOPTER,31,0.0030847196210201607,0.0030296353420733724,0.000853806323675223,91.35941558441559,Variant
22842 - BISCUIT TIN VINTAGE RED,22843 - BISCUIT TIN VINTAGE GREEN,105,0.006527487055194447,0.00487495868679079,0.002891924644706401,90.88035471644139,Variant
21547 - CERAMIC BIRDHOUSE CRESTED TIT SMALL,21550 - CERAMIC BIRDHOUSE CRESTED TIT LARGE,19,0.003277514597333921,0.0017626969262972347,0.0005233006499944916,90.57930672268908,Variant
22518 - CHILDS GARDEN BRUSH BLUE,22519 - CHILDS GARDEN BRUSH PINK,171,0.007326209099922882,0.0071058719841357275,0.004709705849950424,90.46843853820597,Variant
"82613B - METAL SIGN,CUPCAKE SINGLE HOOK",82613D - METAL SIGN CUPCAKE SINGLE HOOK,150,0.0061418971025669275,0.007463919797289853,0.004131320921009144,90.1196366223752,Variant
85130B - BEADED CRYSTAL HEART GREEN LARGE,85130D - BEADED CRYSTAL HEART PINK LARGE,22,0.0022859975762917263,0.002947008923653189,0.0006059270684146745,89.94212363472583,Variant
22480 - RED TEA TOWEL CLASSIC DESIGN,22482 - BLUE TEA TOWEL CLASSIC DESIGN,139,0.007243582681502699,0.005894017847306378,0.003828357386801807,89.67008990440993,Variant
23214 - JINGLE BELL HEART ANTIQUE GOLD,23215 - JINGLE BELL HEART ANTIQUE SILVER,53,0.002836840365759612,0.005756307149939408,0.0014597333920898976,89.39118316532726,Variant
21261 - GREEN GOOSE FEATHER CHRISTMAS TREE,21262 - WHITE GOOSE FEATHER CHRISTMAS TREE,25,0.0021207447394513607,0.0036355624104880465,0.0006885534868348573,89.30539157811884,Variant
21706 - FOLDING UMBRELLA RED/WHITE POLKADOT,21711 - FOLDING UMBRELLA WHITE/RED POLKADOT,44,0.006940619147295362,0.001955491902610995,0.001211854136829349,89.28862061256429,Variant
72800D - 4 BLUE DINNER CANDLES SILVER FLOCK,72800F - 4 IVORY DINNER CANDLES GOLD FLOCK,14,0.002341081855238515,0.0018453233447174176,0.0003855899526275201,89.25583845478488,Variant
23166 - MEDIUM CERAMIC TOP STORAGE JAR,23167 - SMALL CERAMIC TOP STORAGE JAR,139,0.0067753663104549965,0.006334692078880688,0.003828357386801807,89.19780841286673,Variant
22453 - MEASURING TAPE BABUSHKA BLUE,22454 - MEASURING TAPE BABUSHKA RED,63,0.003966068084168778,0.004930042965737578,0.0017351547868238405,88.74162011173183,Variant
84913A - SOFT PINK ROSE TOWEL,84913B - MINT GREEN ROSE TOWEL,130,0.007326209099922882,0.0055084278946788585,0.003580478131541258,88.72255639097745,Variant
79190B - RETRO PLASTIC POLKA TRAY,79191B - RETRO PLASTIC POLKA TRAY,23,0.0037181888289082297,0.0019279497631376006,0.0006334692078880687,88.36867724867724,Variant
84993A - 75 GREEN PETIT FOUR CASES,84993B - 75 BLACK PETIT FOUR CASES,37,0.00487495868679079,0.002368623994711909,0.0010190591605155888,88.25358034423861,Variant
84596J - MIXED NUTS LIGHT GREEN BOWL,84596L - BISCUITS SMALL BOWL LIGHT BLUE,85,0.0038008152473284124,0.006995703426242151,0.002341081855238515,88.04576058427479,Variant
85194L - HANGING SPRING FLOWER EGG LARGE,85194S - HANGING SPRING FLOWER EGG SMALL,46,0.004021152363115567,0.0036080202710146525,0.0012669384157761375,87.32447976576387,Variant
23171 - REGENCY TEA PLATE GREEN,23172 - REGENCY TEA PLATE PINK,278,0.010466012999889831,0.00840035253938526,0.007656714773603614,87.08907679033649,Variant
22925 - BLUE GIANT GARDEN THERMOMETER,22927 - GREEN GIANT GARDEN THERMOMETER,74,0.00526054863941831,0.004461826594689876,0.0020381183210311776,86.8331717406761,Variant
23050 - RECYCLED ACAPULCO MAT GREEN,23053 - RECYCLED ACAPULCO MAT PINK,80,0.00564613859204583,0.004516910873636664,0.0022033711578715435,86.39619274241524,Variant
23051 - RECYCLED ACAPULCO MAT BLUE,23053 - RECYCLED ACAPULCO MAT PINK,63,0.004461826594689876,0.004516910873636664,0.0017351547868238405,86.09620596205963,Variant
79191B - RETRO PLASTIC POLKA TRAY,79191C - RETRO PLASTIC ELEPHANT TRAY,26,0.0019279497631376006,0.004324115897322904,0.0007160956263082516,85.89699727024568,Variant
21846 - PINK DIAMANTE PEN IN GIFT BOX,21849 - SILVER DIAMANTE PEN IN GIFT BOX,83,0.007271124820976093,0.003663104549961441,0.0022859975762917263,85.82718159033949,Variant
22306 - SILVER MUG BONE CHINA TREE OF LIFE,22307 - GOLD MUG BONE CHINA TREE OF LIFE,45,0.00448936873416327,0.0032224303183871323,0.0012393962763027433,85.67248702218028,Variant
23049 - RECYCLED ACAPULCO MAT RED,23054 - RECYCLED ACAPULCO MAT LAVENDER,57,0.005122837942051339,0.003580478131541258,0.0015699019499834748,85.5895781637717,Variant
22524 - CHILDRENS GARDEN GLOVES BLUE,22525 - CHILDRENS GARDEN GLOVES PINK,226,0.008069846865704527,0.009033821747273327,0.00622452352098711,85.38258553233997,Variant
21191 - LARGE WHITE HONEYCOMB PAPER BELL,21192 - WHITE BELL HONEYCOMB PAPER,102,0.005535970034152253,0.005949102126253167,0.002809298226286218,85.30071862907684,Variant
15044A - PINK PAPER PARASOL,15044B - BLUE PAPER PARASOL,111,0.006885534868348573,0.0052054643604715215,0.0030571774815467668,85.29498412698413,Variant
84519A - TOMATO CHARLIE+LOLA COASTER SET,84519B - CARROT CHARLIE+LOLA COASTER SET,102,0.005591054313099041,0.005894017847306378,0.002809298226286218,85.24966622162886,Variant
84968A - SET OF 16 VINTAGE ROSE CUTLERY,84968D - SET OF 16 VINTAGE RED CUTLERY,50,0.005535970034152253,0.0029194667841797952,0.0013771069736697146,85.20604524547075,Variant
85135A - YELLOW DRAGONFLY HELICOPTER,85135B - BLUE DRAGONFLY HELICOPTER,16,0.001680070507877052,0.0030847196210201607,0.00044067423157430867,85.0304449648712,Variant
47591A - CAROUSEL CHILDRENS APRON,47591B - SCOTTIES CHILDRENS APRON,46,0.0019279497631376006,0.0077393411920237964,0.0012669384157761375,84.90940518556177,Variant
21652 - GLASS ETCHED T-LIGHT HOLDER MEDIUM,21653 - GLASS ETCHED T-LIGHT HOLDER LARGE,20,0.0021482868789247547,0.0030296353420733724,0.0005508427894678859,84.63403263403265,Variant
21846 - PINK DIAMANTE PEN IN GIFT BOX,21850 - BLUE  DIAMANTE PEN IN GIFT BOX,65,0.007271124820976093,0.0029194667841797952,0.001790239065770629,84.334619782733,Variant
84569C - PACK 4 FLOWER/BUTTERFLY PATCHES,84569D - PACK 6 HEART/ICE-CREAM PATCHES,37,0.002451250413132092,0.004930042965737578,0.0010190591605155888,84.32590546732784,Variant
"82613A - METAL SIGN,CUPCAKE SINGLE HOOK","82613B - METAL SIGN,CUPCAKE SINGLE HOOK",60,0.003194888178913738,0.0061418971025669275,0.0016525283684036575,84.2152466367713,Variant
85131A - BEADED PEARL HEART WHITE ON STICK,85131C - BEADED CRYSTAL HEART BLUE ON STICK,33,0.00545334361573207,0.001983034042084389,0.0009088906026220116,84.0462962962963,Variant
72799E - IVORY PILLAR CANDLE SILVER FLOCK,72799F - IVORY PILLAR CANDLE GOLD FLOCK,42,0.004902500826264184,0.002809298226286218,0.0011567698578825603,83.99074686054196,Variant
15044B - BLUE PAPER PARASOL,15044D - RED PAPER PARASOL,99,0.0052054643604715215,0.006252065660460504,0.002726671807866035,83.7818334382211,Variant
72799C - PINK PILLAR CANDLE SILVER FLOCK,72799F - IVORY PILLAR CANDLE GOLD FLOCK,11,0.0012944805552495319,0.002809298226286218,0.0003029635342073372,83.30997079682936,Variant
23351 - ROLL WRAP 50'S CHRISTMAS,23352 - ROLL WRAP 50'S RED CHRISTMAS,172,0.00974991737358158,0.0058389335683595904,0.004737247989423818,83.21309028888177,Variant
85036A - GARDENIA 1 WICK MORRIS BOXED CANDLE,85036C - ROSE 1 WICK MORRIS BOXED CANDLE,48,0.0045444530131100586,0.0034978517131210754,0.001322022694722926,83.16793128131711,Variant
35599B - BLACK CHRISTMAS TREE 120CM,35599D - PINK AND WHITE CHRISTMAS TREE 120CM,12,0.001404649113143109,0.002836840365759612,0.0003305056736807315,82.94231867504283,Variant
85136B - BLUE SHARK HELICOPTER,85136C - RED SHARK HELICOPTER,13,0.0012944805552495319,0.003360141015754104,0.0003580478131541258,82.31670735960934,Variant
"85129A - WHITE PEARL BEADED HEART, SMALL",85129C - BEADED CRYSTAL HEART BLUE SMALL,11,0.002065660460504572,0.001790239065770629,0.0003029635342073372,81.92574358974359,Variant
79323GR - GREEN CHERRY LIGHTS,79323P - PINK CHERRY LIGHTS,49,0.0022859975762917263,0.007271124820976093,0.0013495648341963205,81.19258853596205,Variant
85136A - YELLOW SHARK HELICOPTER,85136B - BLUE SHARK HELICOPTER,11,0.002891924644706401,0.0012944805552495319,0.0003029635342073372,80.92968591691995,Variant
22522 - CHILDS GARDEN FORK BLUE,22523 - CHILDS GARDEN FORK PINK,260,0.009199074584113695,0.009667290955161396,0.007160956263082516,80.52339764914615,Variant
72802A - ROSE SCENT CANDLE IN JEWELLED BOX,72802B - OCEAN SCENT CANDLE IN JEWELLED BOX,85,0.005012669384157761,0.005811391428886196,0.002341081855238515,80.36508515181502,Variant
84569B - PACK 3 FIRE ENGINE/CAR PATCHES,84569D - PACK 6 HEART/ICE-CREAM PATCHES,30,0.0020932025999779664,0.004930042965737578,0.0008262641842018288,80.06762716847986,Variant
85034B - 3 WHITE CHOC MORRIS BOXED CANDLES,85034C - 3 ROSE MORRIS BOXED CANDLES,66,0.004186405199955933,0.005425801476258676,0.0018177812052440233,80.0269837029121,Variant
84968A - SET OF 16 VINTAGE ROSE CUTLERY,84968C - SET OF 16 VINTAGE PISTACHIO CUTLERY,84,0.005535970034152253,0.0052330064999449154,0.0023135397157651207,79.86048703849175,Variant
79323B - BLACK CHERRY LIGHTS,79323P - PINK CHERRY LIGHTS,33,0.0015699019499834748,0.007271124820976093,0.0009088906026220116,79.62280701754385,Variant
84568 - GIRLS ALPHABET IRON ON PATCHES,84598 - BOYS ALPHABET IRON ON PATCHES,145,0.008455436818332048,0.005949102126253167,0.003993610223642172,79.39226685969358,Variant
85136A - YELLOW SHARK HELICOPTER,85136C - RED SHARK HELICOPTER,28,0.002891924644706401,0.003360141015754104,0.0007711799052550402,79.36174863387977,Variant
23333 - IVORY WICKER HEART MEDIUM,23334 - IVORY WICKER HEART SMALL,66,0.006417318497300871,0.003580478131541258,0.0018177812052440233,79.11284252228458,Variant
84997a - CHILDRENS CUTLERY POLKADOT GREEN,84997b - CHILDRENS CUTLERY RETROSPOT RED,15,0.002230913297344938,0.002341081855238515,0.0004131320921009144,79.10239651416121,Variant
21738 - COSY SLIPPER SHOES SMALL  RED,21741 - COSY SLIPPER SHOES LARGE GREEN,54,0.0036080202710146525,0.0052330064999449154,0.0014872755315632918,78.7718762555243,Variant
85170B - SET/6 BLACK BIRD T-LIGHT CANDLES,85170D - SET/6 PINK BIRD T-LIGHT CANDLES,19,0.001597444089456869,0.004158863060482538,0.0005233006499944916,78.76821192052981,Variant
"82613A - METAL SIGN,CUPCAKE SINGLE HOOK","82613C - METAL SIGN,CUPCAKE SINGLE HOOK",47,0.003194888178913738,0.005150380081524733,0.0012944805552495319,78.66844919786097,Variant
21682 - LARGE MEDINA STAMPED METAL BOWL,21684 - SMALL MEDINA STAMPED METAL BOWL,34,0.004158863060482538,0.0028643825052330064,0.000936432742095406,78.60876209882834,Variant
85035B - CHOCOLATE 3 WICK MORRIS BOX CANDLE,85035C - ROSE 3 WICK MORRIS BOX CANDLE,55,0.0035529359920678637,0.005425801476258676,0.0015148176710366862,78.57946720182585,Variant
23165 - LARGE CERAMIC TOP STORAGE JAR,23166 - MEDIUM CERAMIC TOP STORAGE JAR,149,0.0077117990525504025,0.0067753663104549965,0.00410377878153575,78.54082462253194,Variant
22292 - HANGING CHICK  YELLOW DECORATION,22293 - HANGING CHICK GREEN DECORATION,108,0.0061143549630935335,0.006196981381513716,0.0029745510631265836,78.50378378378377,Variant
79191C - RETRO PLASTIC ELEPHANT TRAY,79191D - RETRO PLASTIC DAISY TRAY,19,0.004324115897322904,0.0015423598105100804,0.0005233006499944916,78.46360327570518,Variant
22449 - SILK PURSE BABUSHKA PINK,22450 - SILK PURSE BABUSHKA BLUE,119,0.008482978957805443,0.004930042965737578,0.003277514597333921,78.36922295581515,Variant
22323 - PINK POLKADOT KIDS BAG,22324 - BLUE POLKADOT KIDS BAG,38,0.003194888178913738,0.004186405199955933,0.0010466012999889832,78.25,Variant
22777 - GLASS CLOCHE LARGE,22778 - GLASS CLOCHE SMALL,40,0.002644045389445852,0.005343175057838493,0.0011016855789357718,77.98109965635739,Variant
21792 - CLASSIC FRENCH STYLE BASKET GREEN,21793 - CLASSIC FRENCH STYLE BASKET BROWN,30,0.0038558995262752012,0.0027542139473394293,0.0008262641842018288,77.80285714285714,Variant
23119 - PACK OF 6 LARGE FRUIT STRAWS,23120 - PACK OF 6 SMALL FRUIT STRAWS,32,0.004131320921009144,0.0027542139473394293,0.0008813484631486173,77.45706666666666,Variant
15044B - BLUE PAPER PARASOL,15044C - PURPLE PAPER PARASOL,93,0.0052054643604715215,0.006362234218354082,0.0025614189710256694,77.34130419844705,Variant
22520 - CHILDS GARDEN TROWEL BLUE,22521 - CHILDS GARDEN TROWEL PINK,290,0.0101355073262091,0.010190591605155888,0.007987220447284345,77.33049353701529,Variant
85017B - ENVELOPE 50 BLOSSOM IMAGES,85017C - ENVELOPE 50 CURIOUS IMAGES,80,0.008730858213065991,0.003277514597333921,0.0022033711578715435,76.99917822018396,Variant
20867 - PINK ROSE FABRIC MIRROR,20868 - SILVER FABRIC MIRROR,23,0.004213947339429327,0.001955491902610995,0.0006334692078880687,76.87415999263557,Variant
85170B - SET/6 BLACK BIRD T-LIGHT CANDLES,85170C - SET/6 EAU DE NIL BIRD T-LIGHTS,13,0.001597444089456869,0.0029194667841797952,0.0003580478131541258,76.77358490566039,Variant
21738 - COSY SLIPPER SHOES SMALL  RED,21739 - COSY SLIPPER SHOES SMALL GREEN,49,0.0036080202710146525,0.00487495868679079,0.0013495648341963205,76.72799413464442,Variant
22962 - JAM JAR WITH PINK LID,22963 - JAM JAR WITH GREEN LID,236,0.009694833094634791,0.00878594249201278,0.006499944915721053,76.3099173553719,Variant
22260 - FELT EGG COSY BLUE RABBIT,22261 - FELT EGG COSY WHITE RABBIT,123,0.006637655613088025,0.006692739892034813,0.0033876831552274982,76.25777367962708,Variant
85034A - 3 GARDENIA MORRIS BOXED CANDLES,85034C - 3 ROSE MORRIS BOXED CANDLES,55,0.003663104549961441,0.005425801476258676,0.0015148176710366862,76.21617495515439,Variant
23049 - RECYCLED ACAPULCO MAT RED,23050 - RECYCLED ACAPULCO MAT GREEN,80,0.005122837942051339,0.00564613859204583,0.0022033711578715435,76.17728822449514,Variant
22070 - SMALL RED RETROSPOT MUG IN BOX,22071 - SMALL WHITE RETROSPOT MUG IN BOX,171,0.008813484631486174,0.007050787705188939,0.004709705849950424,75.78940429687499,Variant
17012A - ORIGAMI VANILLA INCENSE/CANDLE SET,17012D - ORIGAMI ROSE INCENSE/CANDLE SET,23,0.0026165032499724577,0.003194888178913738,0.0006334692078880687,75.77894736842106,Variant
85017A - ENVELOPE 50 ROMANTIC IMAGES,85017B - ENVELOPE 50 BLOSSOM IMAGES,115,0.004792332268370607,0.008730858213065991,0.003167346039440344,75.69926393270242,Variant
